record_id,data_type,subfield,longitude,latitude,region_code,province,city,inheritance_value,media_value,marketing_value,education_value,academic_value,exhibition_value,overall_strength,grid_id,core_area
YX_11504,Precise Point,Education,115.0443,40.1973,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.118199160449445,0.0,0.0,5.118199160449445,,1
YX_44973,Precise Point,Inheritance,114.7549,39.8735,130700,Hebei,Zhangjiakou,8.970845861514425,0.0,0.0,0.0,0.0,0.0,8.970845861514425,,1
YX_69470,Precise Point,Education,114.1848,39.7713,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.7508142357319265,0.0,0.0,5.7508142357319265,,1
YX_44522,Precise Point,Inheritance,115.027,40.2124,130700,Hebei,Zhangjiakou,6.7296683096672085,0.0,0.0,0.0,0.0,0.0,6.7296683096672085,,1
YX_91959,Precise Point,Inheritance,114.5809,39.4429,130700,Hebei,Zhangjiakou,7.815164069428797,0.0,0.0,0.0,0.0,0.0,7.815164069428797,,1
YX_36071,Precise Point,Education,114.9149,39.8442,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.916147578465943,0.0,0.0,5.916147578465943,,1
YX_79514,Precise Point,Inheritance,114.4471,39.498,130700,Hebei,Zhangjiakou,7.995483428009473,0.0,0.0,0.0,0.0,0.0,7.995483428009473,,1
YX_24662,Precise Point,Inheritance,114.6721,39.8251,130700,Hebei,Zhangjiakou,9.447228339452536,0.0,0.0,0.0,0.0,0.0,9.447228339452536,,1
YX_50306,Precise Point,Education,114.9519,40.1682,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.403437577359743,0.0,0.0,5.403437577359743,,1
YX_20322,Precise Point,Inheritance,114.1311,40.2145,130700,Hebei,Zhangjiakou,6.771820110149656,0.0,0.0,0.0,0.0,0.0,6.771820110149656,,1
YX_79822,Precise Point,Inheritance,114.8051,40.1525,130700,Hebei,Zhangjiakou,7.82448615944708,0.0,0.0,0.0,0.0,0.0,7.82448615944708,,1
YX_82063,Precise Point,Inheritance,114.2016,39.8118,130700,Hebei,Zhangjiakou,7.933015291318041,0.0,0.0,0.0,0.0,0.0,7.933015291318041,,1
YX_65461,Precise Point,Inheritance,114.3383,40.2089,130700,Hebei,Zhangjiakou,7.556078704425504,0.0,0.0,0.0,0.0,0.0,7.556078704425504,,1
YX_36365,Precise Point,Inheritance,115.0021,40.0918,130700,Hebei,Zhangjiakou,7.229848802931083,0.0,0.0,0.0,0.0,0.0,7.229848802931083,,1
YX_58944,Precise Point,Education,114.4722,40.0082,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.368264741948171,0.0,0.0,6.368264741948171,,1
YX_42493,Precise Point,Education,114.9728,39.788,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.723347303381063,0.0,0.0,5.723347303381063,,1
YX_82603,Precise Point,Inheritance,114.1372,39.3575,130700,Hebei,Zhangjiakou,6.405409347622777,0.0,0.0,0.0,0.0,0.0,6.405409347622777,,1
YX_92719,Precise Point,Inheritance,114.6616,39.3437,130700,Hebei,Zhangjiakou,7.221214579130802,0.0,0.0,0.0,0.0,0.0,7.221214579130802,,1
YX_53309,Precise Point,Inheritance,114.3021,40.2419,130700,Hebei,Zhangjiakou,7.293340942241283,0.0,0.0,0.0,0.0,0.0,7.293340942241283,,1
YX_73624,Precise Point,Inheritance,114.5874,39.615,130700,Hebei,Zhangjiakou,8.768041029212924,0.0,0.0,0.0,0.0,0.0,8.768041029212924,,1
YX_84847,Precise Point,Inheritance,114.6124,40.0599,130700,Hebei,Zhangjiakou,8.741413808286918,0.0,0.0,0.0,0.0,0.0,8.741413808286918,,1
YX_63354,Precise Point,Education,114.3162,39.8095,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.180439533934251,0.0,0.0,6.180439533934251,,1
YX_56438,Precise Point,Inheritance,114.1675,39.9955,130700,Hebei,Zhangjiakou,7.581784852836937,0.0,0.0,0.0,0.0,0.0,7.581784852836937,,1
YX_17100,Precise Point,Education,114.4843,40.2003,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.812174103127461,0.0,0.0,5.812174103127461,,1
YX_24322,Precise Point,Inheritance,114.1338,40.0647,130700,Hebei,Zhangjiakou,7.252090446922658,0.0,0.0,0.0,0.0,0.0,7.252090446922658,,1
YX_28373,Precise Point,Inheritance,114.2648,39.8728,130700,Hebei,Zhangjiakou,8.27651865657543,0.0,0.0,0.0,0.0,0.0,8.27651865657543,,1
YX_19880,Precise Point,Education,114.2567,39.7991,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.989231907038094,0.0,0.0,5.989231907038094,,1
YX_22833,Precise Point,Education,114.8812,40.1925,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.5071019790422,0.0,0.0,5.5071019790422,,1
YX_11934,Precise Point,Inheritance,114.7253,39.8771,130700,Hebei,Zhangjiakou,9.126065315434477,0.0,0.0,0.0,0.0,0.0,9.126065315434477,,1
YX_31798,Precise Point,Inheritance,114.9996,40.1852,130700,Hebei,Zhangjiakou,6.943075722026699,0.0,0.0,0.0,0.0,0.0,6.943075722026699,,1
YX_62565,Precise Point,Education,114.5588,39.5502,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.0910285919796685,0.0,0.0,6.0910285919796685,,1
YX_61173,Precise Point,Inheritance,114.2378,39.3387,130700,Hebei,Zhangjiakou,6.66853175831975,0.0,0.0,0.0,0.0,0.0,6.66853175831975,,1
YX_47388,Precise Point,Education,114.9997,40.1216,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.372910580067871,0.0,0.0,5.372910580067871,,1
YX_82845,Precise Point,Education,114.7698,40.067,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.039204104045436,0.0,0.0,6.039204104045436,,1
YX_17665,Precise Point,Education,114.228,39.6332,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.729475919019581,0.0,0.0,5.729475919019581,,1
YX_86569,Precise Point,Inheritance,114.8212,39.3937,130700,Hebei,Zhangjiakou,7.183165999323152,0.0,0.0,0.0,0.0,0.0,7.183165999323152,,1
YX_30635,Precise Point,Education,114.5761,40.1892,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.881337531303321,0.0,0.0,5.881337531303321,,1
YX_34356,Precise Point,Inheritance,115.034,39.4166,130700,Hebei,Zhangjiakou,6.540147719603501,0.0,0.0,0.0,0.0,0.0,6.540147719603501,,1
YX_40828,Precise Point,Inheritance,114.6682,40.0117,130700,Hebei,Zhangjiakou,8.893737134290511,0.0,0.0,0.0,0.0,0.0,8.893737134290511,,1
YX_42271,Precise Point,Education,114.1931,40.2268,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.272196010757483,0.0,0.0,5.272196010757483,,1
YX_86503,Precise Point,Inheritance,114.6926,39.7557,130700,Hebei,Zhangjiakou,9.200018770096607,0.0,0.0,0.0,0.0,0.0,9.200018770096607,,1
YX_51180,Precise Point,Education,115.0079,39.5408,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.332563854818311,0.0,0.0,5.332563854818311,,1
YX_94607,Precise Point,Inheritance,114.3388,39.4674,130700,Hebei,Zhangjiakou,7.573263535485569,0.0,0.0,0.0,0.0,0.0,7.573263535485569,,1
YX_19508,Precise Point,Education,114.5304,40.2655,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.632652754731067,0.0,0.0,5.632652754731067,,1
YX_23104,Precise Point,Inheritance,114.5315,40.335,130700,Hebei,Zhangjiakou,7.223907269015635,0.0,0.0,0.0,0.0,0.0,7.223907269015635,,1
YX_27361,Precise Point,Inheritance,114.6108,39.8424,130700,Hebei,Zhangjiakou,9.78859103678921,0.0,0.0,0.0,0.0,0.0,9.78859103678921,,1
YX_58434,Precise Point,Education,114.9541,40.2158,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.2953654457300585,0.0,0.0,5.2953654457300585,,1
YX_49651,Precise Point,Education,114.2309,40.1702,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.48392801711016,0.0,0.0,5.48392801711016,,1
YX_96951,Precise Point,Inheritance,114.7411,39.8911,130700,Hebei,Zhangjiakou,9.020311578814944,0.0,0.0,0.0,0.0,0.0,9.020311578814944,,1
YX_25129,Precise Point,Inheritance,115.0121,39.4708,130700,Hebei,Zhangjiakou,6.829193453235685,0.0,0.0,0.0,0.0,0.0,6.829193453235685,,1
YX_46930,Precise Point,Inheritance,114.8156,39.4919,130700,Hebei,Zhangjiakou,7.661862056091967,0.0,0.0,0.0,0.0,0.0,7.661862056091967,,1
YX_93130,Precise Point,Inheritance,114.7908,39.5401,130700,Hebei,Zhangjiakou,7.959217249345482,0.0,0.0,0.0,0.0,0.0,7.959217249345482,,1
YX_16658,Precise Point,Education,114.5786,39.5876,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.210512435189064,0.0,0.0,6.210512435189064,,1
YX_15778,Precise Point,Inheritance,114.7075,40.1658,130700,Hebei,Zhangjiakou,8.026021139811844,0.0,0.0,0.0,0.0,0.0,8.026021139811844,,1
YX_44335,Precise Point,Inheritance,114.4068,39.4673,130700,Hebei,Zhangjiakou,7.75243809966219,0.0,0.0,0.0,0.0,0.0,7.75243809966219,,1
YX_66057,Precise Point,Inheritance,114.8144,39.8882,130700,Hebei,Zhangjiakou,8.630788824248107,0.0,0.0,0.0,0.0,0.0,8.630788824248107,,1
YX_29536,Precise Point,Inheritance,114.1851,40.2816,130700,Hebei,Zhangjiakou,6.722621741949572,0.0,0.0,0.0,0.0,0.0,6.722621741949572,,1
YX_29410,Precise Point,Inheritance,114.9078,39.919,130700,Hebei,Zhangjiakou,8.087369375519321,0.0,0.0,0.0,0.0,0.0,8.087369375519321,,1
YX_15229,Precise Point,Education,114.2006,39.6448,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.671168773829239,0.0,0.0,5.671168773829239,,1
YX_23473,Precise Point,Education,114.2833,39.586,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.784920769637232,0.0,0.0,5.784920769637232,,1
YX_63264,Precise Point,Education,114.8533,40.2206,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.492238089680305,0.0,0.0,5.492238089680305,,1
YX_31299,Precise Point,Inheritance,114.999,39.5732,130700,Hebei,Zhangjiakou,7.2217714182297,0.0,0.0,0.0,0.0,0.0,7.2217714182297,,1
YX_53540,Precise Point,Inheritance,114.9546,39.3613,130700,Hebei,Zhangjiakou,6.618112507082213,0.0,0.0,0.0,0.0,0.0,6.618112507082213,,1
YX_42527,Precise Point,Education,114.8754,40.2006,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.499379006643004,0.0,0.0,5.499379006643004,,1
YX_60140,Precise Point,Education,114.2324,40.0378,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.7447430456796775,0.0,0.0,5.7447430456796775,,1
YX_70332,Precise Point,Inheritance,114.9318,39.5589,130700,Hebei,Zhangjiakou,7.483259123178012,0.0,0.0,0.0,0.0,0.0,7.483259123178012,,1
YX_39831,Precise Point,Education,114.3784,40.1318,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.877925614939129,0.0,0.0,5.877925614939129,,1
YX_53025,Precise Point,Inheritance,114.0969,39.5296,130700,Hebei,Zhangjiakou,6.855226318522976,0.0,0.0,0.0,0.0,0.0,6.855226318522976,,1
YX_46585,Precise Point,Education,114.9376,40.3034,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.121779156834354,0.0,0.0,5.121779156834354,,1
YX_80282,Precise Point,Education,114.7147,39.7362,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.449946739904806,0.0,0.0,6.449946739904806,,1
YX_44237,Precise Point,Education,115.0124,39.4518,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.148333153426978,0.0,0.0,5.148333153426978,,1
YX_15014,Precise Point,Inheritance,114.6538,40.3201,130700,Hebei,Zhangjiakou,7.279277792456728,0.0,0.0,0.0,0.0,0.0,7.279277792456728,,1
YX_51114,Precise Point,Inheritance,114.6698,39.6822,130700,Hebei,Zhangjiakou,8.989679323299184,0.0,0.0,0.0,0.0,0.0,8.989679323299184,,1
YX_60488,Precise Point,Education,114.6794,39.8479,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.661223629548769,0.0,0.0,6.661223629548769,,1
YX_10221,Precise Point,Inheritance,114.3279,40.0453,130700,Hebei,Zhangjiakou,8.212311109820428,0.0,0.0,0.0,0.0,0.0,8.212311109820428,,1
YX_97062,Precise Point,Inheritance,114.4374,39.4065,130700,Hebei,Zhangjiakou,7.49721255065919,0.0,0.0,0.0,0.0,0.0,7.49721255065919,,1
YX_26334,Precise Point,Education,114.6964,39.9999,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.351113605311729,0.0,0.0,6.351113605311729,,1
YX_52753,Precise Point,Education,114.5803,40.0034,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.4702292887905,0.0,0.0,6.4702292887905,,1
YX_35144,Precise Point,Education,114.7704,39.8909,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.351197669441745,0.0,0.0,6.351197669441745,,1
YX_32810,Precise Point,Education,114.7381,39.7156,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.351541091157304,0.0,0.0,6.351541091157304,,1
YX_49829,Precise Point,Education,114.4793,40.1702,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.900495569520571,0.0,0.0,5.900495569520571,,1
YX_89516,Precise Point,Education,114.2834,40.1223,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.709216167761433,0.0,0.0,5.709216167761433,,1
YX_38010,Precise Point,Education,114.5382,39.7787,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.785574940575679,0.0,0.0,6.785574940575679,,1
YX_32241,Precise Point,Education,114.8669,40.2963,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.2695331507432215,0.0,0.0,5.2695331507432215,,1
YX_91167,Precise Point,Inheritance,114.357,40.0004,130700,Hebei,Zhangjiakou,8.494359584828722,0.0,0.0,0.0,0.0,0.0,8.494359584828722,,1
YX_40784,Precise Point,Education,114.1666,40.2885,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.071840116470844,0.0,0.0,5.071840116470844,,1
YX_13201,Precise Point,Education,114.2978,39.5356,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.706517547505025,0.0,0.0,5.706517547505025,,1
YX_19545,Precise Point,Inheritance,114.318,39.8116,130700,Hebei,Zhangjiakou,8.577168670393032,0.0,0.0,0.0,0.0,0.0,8.577168670393032,,1
YX_35485,Precise Point,Education,114.4876,39.9663,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.507055575990383,0.0,0.0,6.507055575990383,,1
YX_95990,Precise Point,Education,114.5676,39.5805,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.187869135332136,0.0,0.0,6.187869135332136,,1
YX_23970,Precise Point,Inheritance,114.9659,40.1969,130700,Hebei,Zhangjiakou,7.041797206109394,0.0,0.0,0.0,0.0,0.0,7.041797206109394,,1
YX_77889,Precise Point,Education,114.292,40.1406,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.686503510171719,0.0,0.0,5.686503510171719,,1
YX_25906,Precise Point,Education,114.1234,39.5857,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.366775855723549,0.0,0.0,5.366775855723549,,1
YX_79616,Precise Point,Education,114.2065,39.8011,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.831767308534412,0.0,0.0,5.831767308534412,,1
YX_90301,Precise Point,Education,115.0232,40.2279,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.108408601282315,0.0,0.0,5.108408601282315,,1
YX_30861,Precise Point,Education,114.9038,39.8844,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.940687312900228,0.0,0.0,5.940687312900228,,1
YX_93579,Precise Point,Education,114.5233,40.0883,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.185957980165917,0.0,0.0,6.185957980165917,,1
YX_92149,Precise Point,Education,114.839,39.8578,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.154288772687947,0.0,0.0,6.154288772687947,,1
YX_47450,Precise Point,Inheritance,114.3478,39.414,130700,Hebei,Zhangjiakou,7.342212680771747,0.0,0.0,0.0,0.0,0.0,7.342212680771747,,1
YX_80798,Precise Point,Inheritance,114.3449,39.6562,130700,Hebei,Zhangjiakou,8.385544855423058,0.0,0.0,0.0,0.0,0.0,8.385544855423058,,1
YX_30028,Precise Point,Inheritance,114.2116,39.5678,130700,Hebei,Zhangjiakou,7.499457298210033,0.0,0.0,0.0,0.0,0.0,7.499457298210033,,1
YX_81121,Precise Point,Inheritance,114.1374,39.7441,130700,Hebei,Zhangjiakou,7.52769849859664,0.0,0.0,0.0,0.0,0.0,7.52769849859664,,1
YX_65069,Precise Point,Education,114.489,39.5433,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.032636017959713,0.0,0.0,6.032636017959713,,1
YX_12560,Precise Point,Education,114.978,39.9206,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.688686032379426,0.0,0.0,5.688686032379426,,1
YX_49139,Precise Point,Education,114.5502,40.2792,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.593979742957666,0.0,0.0,5.593979742957666,,1
YX_64921,Precise Point,Education,114.9266,40.2899,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.176705677145247,0.0,0.0,5.176705677145247,,1
YX_73654,Precise Point,Inheritance,114.5614,39.6094,130700,Hebei,Zhangjiakou,8.738098929451073,0.0,0.0,0.0,0.0,0.0,8.738098929451073,,1
YX_62994,Precise Point,Inheritance,114.4621,40.0054,130700,Hebei,Zhangjiakou,8.877979668303846,0.0,0.0,0.0,0.0,0.0,8.877979668303846,,1
YX_91560,Precise Point,Inheritance,114.9137,40.256,130700,Hebei,Zhangjiakou,7.001154278364289,0.0,0.0,0.0,0.0,0.0,7.001154278364289,,1
YX_96900,Precise Point,Inheritance,114.9801,39.9284,130700,Hebei,Zhangjiakou,7.684676083967638,0.0,0.0,0.0,0.0,0.0,7.684676083967638,,1
YX_70515,Precise Point,Inheritance,114.1571,39.7651,130700,Hebei,Zhangjiakou,7.65716460303935,0.0,0.0,0.0,0.0,0.0,7.65716460303935,,1
YX_37742,Precise Point,Inheritance,114.1235,39.7156,130700,Hebei,Zhangjiakou,7.415464534077387,0.0,0.0,0.0,0.0,0.0,7.415464534077387,,1
YX_59692,Precise Point,Education,114.4,40.0977,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.006055182576247,0.0,0.0,6.006055182576247,,1
YX_43065,Precise Point,Education,114.8252,40.1684,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.678299077355016,0.0,0.0,5.678299077355016,,1
YX_16826,Precise Point,Inheritance,114.5435,40.0855,130700,Hebei,Zhangjiakou,8.608124988481563,0.0,0.0,0.0,0.0,0.0,8.608124988481563,,1
YX_95426,Precise Point,Education,114.2974,39.4051,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.376230045056041,0.0,0.0,5.376230045056041,,1
YX_36130,Precise Point,Inheritance,114.8274,40.2861,130700,Hebei,Zhangjiakou,7.133355251144328,0.0,0.0,0.0,0.0,0.0,7.133355251144328,,1
YX_72070,Precise Point,Inheritance,114.6945,39.575,130700,Hebei,Zhangjiakou,8.400279635989035,0.0,0.0,0.0,0.0,0.0,8.400279635989035,,1
YX_43586,Precise Point,Inheritance,114.6372,39.5545,130700,Hebei,Zhangjiakou,8.394945108633626,0.0,0.0,0.0,0.0,0.0,8.394945108633626,,1
YX_25012,Precise Point,Education,114.241,39.9437,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.892875779095954,0.0,0.0,5.892875779095954,,1
YX_13365,Precise Point,Inheritance,115.0379,39.4446,130700,Hebei,Zhangjiakou,6.626111282692525,0.0,0.0,0.0,0.0,0.0,6.626111282692525,,1
YX_59192,Precise Point,Education,114.649,40.2445,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.683836188758731,0.0,0.0,5.683836188758731,,1
YX_87607,Precise Point,Education,115.0147,39.5348,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.304245675646754,0.0,0.0,5.304245675646754,,1
YX_99687,Precise Point,Inheritance,114.1751,40.109,130700,Hebei,Zhangjiakou,7.322572756972413,0.0,0.0,0.0,0.0,0.0,7.322572756972413,,1
YX_15383,Precise Point,Inheritance,114.8694,39.9024,130700,Hebei,Zhangjiakou,8.315708354205528,0.0,0.0,0.0,0.0,0.0,8.315708354205528,,1
YX_19038,Precise Point,Education,114.6059,39.998,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.477325915950863,0.0,0.0,6.477325915950863,,1
YX_74251,Precise Point,Education,114.0859,39.7566,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.4337556141101695,0.0,0.0,5.4337556141101695,,1
YX_70258,Precise Point,Inheritance,114.5067,39.6987,130700,Hebei,Zhangjiakou,9.150808740468346,0.0,0.0,0.0,0.0,0.0,9.150808740468346,,1
YX_95256,Precise Point,Inheritance,114.5087,40.0703,130700,Hebei,Zhangjiakou,8.653943033660454,0.0,0.0,0.0,0.0,0.0,8.653943033660454,,1
YX_73372,Precise Point,Education,114.6891,40.2561,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.619373101601695,0.0,0.0,5.619373101601695,,1
YX_45179,Precise Point,Education,114.5088,40.0675,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.23936105377537,0.0,0.0,6.23936105377537,,1
YX_21359,Precise Point,Education,114.9249,40.1672,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.46886938404592,0.0,0.0,5.46886938404592,,1
YX_70910,Precise Point,Education,114.9548,39.5804,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.542355748890932,0.0,0.0,5.542355748890932,,1
YX_52600,Precise Point,Education,114.4096,39.8308,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.480829472163419,0.0,0.0,6.480829472163419,,1
YX_43862,Precise Point,Inheritance,114.5607,39.6913,130700,Hebei,Zhangjiakou,9.191321107257696,0.0,0.0,0.0,0.0,0.0,9.191321107257696,,1
YX_46211,Precise Point,Education,114.3529,39.9327,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.237562138179193,0.0,0.0,6.237562138179193,,1
YX_41635,Precise Point,Inheritance,114.5898,39.5276,130700,Hebei,Zhangjiakou,8.282881671533408,0.0,0.0,0.0,0.0,0.0,8.282881671533408,,1
YX_72402,Precise Point,Education,114.5618,40.0947,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,6.180448280132998,0.0,0.0,6.180448280132998,,1
YX_48566,Precise Point,Education,114.5214,39.3537,130700,Hebei,Zhangjiakou,0.0,0.0,0.0,5.4601744337444975,0.0,0.0,5.4601744337444975,,1
